text,label
our dishwasher recently broke which ha made me realize just how many dish we mostly i use in a day for example i start with a big glass of water first thing in the morning before i make a smoothie next come iced cold brew coffee when it’s time to make lunch i’m usually too lazy to go upstairs to get my previously used water glass so i’ll grab another in case you aren’t keeping track i’m up to 4 glass by about noon there’s also one by my bed two in the bathroom and by the end of the day there will be a larger collection at my desk i know – first world problem,0
made this tonight and used rice vermicelli noodle it wa amazingly good and flavorful i added 1 cup vegetable broth and then the rest water also added broccoli gonna be a favorite thanks,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
penne pasta look delicious like one at httpwwwsipofwellnesscom you guy are doing wonder online,0
assemble your ingredient and you’re just minute away from having a big pot of penne pasta on the table here’s how you make this yummy one-pot meal,0
1 pound carrot coarsely chopped 1 small yellow onion chopped 5 garlic clove ½ pound ripe tomato chopped ½ cup extra-virgin olive oil 1 teaspoon cumin seed kosher salt 1 tablespoon fresh lime juice 9 ounce cotija cheese 1½ cup frozen pea thawed 1½ cup fresh cilantro roughly chopped ¼ cup finely chopped white onion grapeseed oil or other neutral oil for frying 16 6-7 inch corn tortilla 2 tablespoon pepitas lightly toasted 2 tablespoon sunflower seed lightly toasted 1 avocado cut into small chunk and tossed with lime juice ½ cup tomatillo salsa optional,1
make the sofrito in a food processor pulse the carrot onion and garlic until very finely chopped scrape the mixture into a medium bowl add the tomato to the food processor and pulse until nearly smooth in a deep medium skillet heat 2 tablespoon of the olive oil over medium heat until shimmering add the cumin seed and toast until they pop 1 to 2 minute add the carrot mixture and a generous pinch of salt and cook stirring every once in a while until softened slightly and nearly dry about 5 minute add the tomato puree and cook stirring occasionally until most of the liquid ha evaporated 5 minute stir in the remaining 6 tablespoon olive oil reduce the heat to low and cook stirring occasionally until the carrot are very soft about 1 hour and 30 minute stir in the lime juice and season with salt jeanines note my carrot were pretty wet and soft at this point so i only added 2 of the 6 tablespoon olive oil and i continued to cook it for about 30 minute instead of 1½ hour make the filling in a large bowl toss the cheese with the pea cilantro and onion assemble the enchilada in a small skillet heat ¼ inch of the grapeseed oil when the oil is warm use tongs to cook the tortilla one by one until pliable about 20 second for each transfer to a plate when the tortilla are cool enough to handle place a scant ¼ cup of the pea-cheese filling onto each tortilla and roll up arrange them on a platter or shallow baking dish spoon the sofrito on top and sprinkle with the remaining filling the pepitas and sunflower seed and the avocado if using serve with salsa if desired,2
but even potluck have changed over the year which is why she wa inspired to write this book these day there are thing like dietary restriction and “instagram worthiness” to consider also people have become more food savvy and there’s always pressure to bring a standout dish she wrote modern potluck to give people updated foolproof crowd-pleasing recipe that will hold up on the buffet table… and to bring people together around food in a way that’s a easy and fun a possible one of my favorite part of the book is that every recipe ha a “potluck prep” tip that tell you how to prepare the recipe in advance how long the recipe will sit out for etc etc,0
notify me of follow-up comment via e-mail,0
make these many-veggie taco my tomatillo salsa or mexican corn salad next 49 from 23 review no-bake sweet pea enchilada printprep time 30 minscook time 1 hour 30 minstotal time 2 hour recipe from modern potluck by kristin donnely reprinted with permissionauthor jeanine donofriorecipe type main dishserves 12 enchiladasingredientsfor the sofrito 1 pound carrot coarsely chopped 1 small yellow onion chopped 5 garlic clove ½ pound ripe tomato chopped ½ cup extra-virgin olive oil 1 teaspoon cumin seed kosher salt 1 tablespoon fresh lime juicefor the filling 9 ounce cotija cheese 1½ cup frozen pea thawed 1½ cup fresh cilantro roughly chopped ¼ cup finely chopped white onionfor serving grapeseed oil or other neutral oil for frying 16 6-7 inch corn tortilla 2 tablespoon pepitas lightly toasted 2 tablespoon sunflower seed lightly toasted 1 avocado cut into small chunk and tossed with lime juice ½ cup tomatillo salsa optionalinstructions make the sofrito in a food processor pulse the carrot onion and garlic until very finely chopped scrape the mixture into a medium bowl add the tomato to the food processor and pulse until nearly smooth in a deep medium skillet heat 2 tablespoon of the olive oil over medium heat until shimmering add the cumin seed and toast until they pop 1 to 2 minute add the carrot mixture and a generous pinch of salt and cook stirring every once in a while until softened slightly and nearly dry about 5 minute add the tomato puree and cook stirring occasionally until most of the liquid ha evaporated 5 minute stir in the remaining 6 tablespoon olive oil reduce the heat to low and cook stirring occasionally until the carrot are very soft about 1 hour and 30 minute stir in the lime juice and season with salt jeanines note my carrot were pretty wet and soft at this point so i only added 2 of the 6 tablespoon olive oil and i continued to cook it for about 30 minute instead of 1½ hour make the filling in a large bowl toss the cheese with the pea cilantro and onion assemble the enchilada in a small skillet heat ¼ inch of the grapeseed oil when the oil is warm use tongs to cook the tortilla one by one until pliable about 20 second for each transfer to a plate when the tortilla are cool enough to handle place a scant ¼ cup of the pea-cheese filling onto each tortilla and roll up arrange them on a platter or shallow baking dish spoon the sofrito on top and sprinkle with the remaining filling the pepitas and sunflower seed and the avocado if using serve with salsa if desirednotespotluck prep the carrot sofrito without the lime juice can be refrigerated for up to 1 week stir in the lime juice before using the assembled enchilada can stand at room temperature for about 2 hours343177,0
make these many-veggie taco my tomatillo salsa or mexican corn salad next 49 from 23 review no-bake sweet pea enchilada printprep time 30 minscook time 1 hour 30 minstotal time 2 hour recipe from modern potluck by kristin donnely reprinted with permissionauthor jeanine donofriorecipe type main dishserves 12 enchiladasingredientsfor the sofrito 1 pound carrot coarsely chopped 1 small yellow onion chopped 5 garlic clove ½ pound ripe tomato chopped ½ cup extra-virgin olive oil 1 teaspoon cumin seed kosher salt 1 tablespoon fresh lime juicefor the filling 9 ounce cotija cheese 1½ cup frozen pea thawed 1½ cup fresh cilantro roughly chopped ¼ cup finely chopped white onionfor serving grapeseed oil or other neutral oil for frying 16 6-7 inch corn tortilla 2 tablespoon pepitas lightly toasted 2 tablespoon sunflower seed lightly toasted 1 avocado cut into small chunk and tossed with lime juice ½ cup tomatillo salsa optionalinstructions make the sofrito in a food processor pulse the carrot onion and garlic until very finely chopped scrape the mixture into a medium bowl add the tomato to the food processor and pulse until nearly smooth in a deep medium skillet heat 2 tablespoon of the olive oil over medium heat until shimmering add the cumin seed and toast until they pop 1 to 2 minute add the carrot mixture and a generous pinch of salt and cook stirring every once in a while until softened slightly and nearly dry about 5 minute add the tomato puree and cook stirring occasionally until most of the liquid ha evaporated 5 minute stir in the remaining 6 tablespoon olive oil reduce the heat to low and cook stirring occasionally until the carrot are very soft about 1 hour and 30 minute stir in the lime juice and season with salt jeanines note my carrot were pretty wet and soft at this point so i only added 2 of the 6 tablespoon olive oil and i continued to cook it for about 30 minute instead of 1½ hour make the filling in a large bowl toss the cheese with the pea cilantro and onion assemble the enchilada in a small skillet heat ¼ inch of the grapeseed oil when the oil is warm use tongs to cook the tortilla one by one until pliable about 20 second for each transfer to a plate when the tortilla are cool enough to handle place a scant ¼ cup of the pea-cheese filling onto each tortilla and roll up arrange them on a platter or shallow baking dish spoon the sofrito on top and sprinkle with the remaining filling the pepitas and sunflower seed and the avocado if using serve with salsa if desirednotespotluck prep the carrot sofrito without the lime juice can be refrigerated for up to 1 week stir in the lime juice before using the assembled enchilada can stand at room temperature for about 2 hours343177,0
notify me of follow-up comment via e-mail,0
8 corn tortilla olive oil cooking spray 1 14-ounce can refried black bean 4 ripe peach pitted and sliced 1 cup halved cherry or grape tomato ¼ cup pepitas toasted ½ cup cotija cheese optional lime slice for serving extra-virgin olive oil for drizzling sea salt 5 tomatillo ½ yellow onion 2 garlic clove wrapped in foil 2 hatch green chile ¼ cup pepitas toasted 1 small avocado big handful of spinach juice of 1 lime extra-virgin olive oil for drizzling drizzle of honey optional sea salt and freshly ground black pepper,1
preheat the oven to 450°f and line a baking sheet with parchment paper make the creamy green chili sauce remove the husk from the tomatillo and rinse under cool water to remove the stickiness place the tomatillo onion and green chile on the baking sheet and drizzle with olive oil add a generous pinch of salt and toss place the wrapped garlic on the pan roast for 15 minute or until the tomatillo are soft and the skin of the green chile ha lightly blackened alternatively you can char the vegetable on the grill remove from the oven and let cool slightly once the green chile are cool to the touch remove the stem ribbing and any loose skin peel the garlic in a food processor combine the cooked tomatillo onion green chile garlic and a few generous pinch of salt and pepper pulse then add the pepitas avocado spinach and lime juice blend until smooth and taste if it’s too tart add a drizzle of olive oil and honey season to taste with salt and pepper chill until ready to use place the corn tortilla on a baking sheet and spray each with a little olive oil and sprinkle with a few pinch of salt bake until crispy 10 to 15 minute depending on the thickness of the tortilla place the refried bean in a small bowl if they’re not already seasoned add a drizzle of olive oil and a pinch of salt and stir assemble the tostada with the refried bean peach tomato and generous dollop of the creamy green chile sauce sprinkle with the pepitas and cotija cheese if using serve with lime slice on the side,2
45 from 2 review green chile peach tostada printauthor jeanine donofrioserves serf 4ingredients 8 corn tortilla olive oil cooking spray 1 14-ounce can refried black bean 4 ripe peach pitted and sliced 1 cup halved cherry or grape tomato ¼ cup pepitas toasted ½ cup cotija cheese optional lime slice for serving extra-virgin olive oil for drizzling sea saltcreamy green chile sauce 5 tomatillo ½ yellow onion 2 garlic clove wrapped in foil 2 hatch green chile ¼ cup pepitas toasted 1 small avocado big handful of spinach juice of 1 lime extra-virgin olive oil for drizzling drizzle of honey optional sea salt and freshly ground black pepperinstructions preheat the oven to 450°f and line a baking sheet with parchment paper make the creamy green chili sauce remove the husk from the tomatillo and rinse under cool water to remove the stickiness place the tomatillo onion and green chile on the baking sheet and drizzle with olive oil add a generous pinch of salt and toss place the wrapped garlic on the pan roast for 15 minute or until the tomatillo are soft and the skin of the green chile ha lightly blackened alternatively you can char the vegetable on the grill remove from the oven and let cool slightly once the green chile are cool to the touch remove the stem ribbing and any loose skin peel the garlic in a food processor combine the cooked tomatillo onion green chile garlic and a few generous pinch of salt and pepper pulse then add the pepitas avocado spinach and lime juice blend until smooth and taste if it’s too tart add a drizzle of olive oil and honey season to taste with salt and pepper chill until ready to use place the corn tortilla on a baking sheet and spray each with a little olive oil and sprinkle with a few pinch of salt bake until crispy 10 to 15 minute depending on the thickness of the tortilla place the refried bean in a small bowl if they’re not already seasoned add a drizzle of olive oil and a pinch of salt and stir assemble the tostada with the refried bean peach tomato and generous dollop of the creamy green chile sauce sprinkle with the pepitas and cotija cheese if using serve with lime slice on the sidenotesif you cant find fresh hatch green chile you can use canned start with 2 tablespoon and add more to taste or you can skip themto make these vegan skip the cheese and the honey343177,0
speaking of weeknight dinner here’s a fresh and flavorful one you should try before peach season is over i piled crispy corn tortilla with refried black bean tomato sliced peach and dollop of this awesome creamy green chile sauce that’s made from the fresh hatch green chile that seem to be everywhere or at least at my local central market right now i just love the sweet spicy combo and i hope you do too,0
it’s hatch chili season for the next couple of week – please do a hatch chili post your take on pop pop’s stuffed pepper maybe,0
just voted for you congratulation i’ve definitely made the most recipe from your cookbook than any other cookbook so finger crossed i hope you win 3,0
45 from 2 review green chile peach tostada printauthor jeanine donofrioserves serf 4ingredients 8 corn tortilla olive oil cooking spray 1 14-ounce can refried black bean 4 ripe peach pitted and sliced 1 cup halved cherry or grape tomato ¼ cup pepitas toasted ½ cup cotija cheese optional lime slice for serving extra-virgin olive oil for drizzling sea saltcreamy green chile sauce 5 tomatillo ½ yellow onion 2 garlic clove wrapped in foil 2 hatch green chile ¼ cup pepitas toasted 1 small avocado big handful of spinach juice of 1 lime extra-virgin olive oil for drizzling drizzle of honey optional sea salt and freshly ground black pepperinstructions preheat the oven to 450°f and line a baking sheet with parchment paper make the creamy green chili sauce remove the husk from the tomatillo and rinse under cool water to remove the stickiness place the tomatillo onion and green chile on the baking sheet and drizzle with olive oil add a generous pinch of salt and toss place the wrapped garlic on the pan roast for 15 minute or until the tomatillo are soft and the skin of the green chile ha lightly blackened alternatively you can char the vegetable on the grill remove from the oven and let cool slightly once the green chile are cool to the touch remove the stem ribbing and any loose skin peel the garlic in a food processor combine the cooked tomatillo onion green chile garlic and a few generous pinch of salt and pepper pulse then add the pepitas avocado spinach and lime juice blend until smooth and taste if it’s too tart add a drizzle of olive oil and honey season to taste with salt and pepper chill until ready to use place the corn tortilla on a baking sheet and spray each with a little olive oil and sprinkle with a few pinch of salt bake until crispy 10 to 15 minute depending on the thickness of the tortilla place the refried bean in a small bowl if they’re not already seasoned add a drizzle of olive oil and a pinch of salt and stir assemble the tostada with the refried bean peach tomato and generous dollop of the creamy green chile sauce sprinkle with the pepitas and cotija cheese if using serve with lime slice on the sidenotesif you cant find fresh hatch green chile you can use canned start with 2 tablespoon and add more to taste or you can skip themto make these vegan skip the cheese and the honey343177,0
2 medium ripe avocado ¼ cup chocolate chip melted see note 3 tablespoon cacao powder 3 tablespoon maple syrup 3 tablespoon almond butter 1 teaspoon pure vanilla extract 2 cup almond breeze almondmilk vanilla ¼ teaspoon sea salt ½ cup chocolate chip ½ teaspoon coconut oil crushed nut such a almond or pistachio,1
scoop the avocado into a blender along with the melted chocolate chip cacao powder maple syrup almond butter vanilla almond milk and sea salt blend until smooth pour into ice pop mold and freeze overnight or for at least 9 hour to remove the pop let them sit at room temperature for a few minute until the pop are loose enough to pull out optional topping melt the additional chocolate chip together with the coconut oil drizzle on the pop and sprinkle the crushed nut on top alternatively you can enjoy this a pudding in non-pop form after you blend the mixture scoop it into a bowl or individual bowl and chill in the fridge for at least 4 hour,2
more often than not we’d miss the truck altogether and would have to resort to sub-par house ice cream or on a good day – pudding pop that were in the freezer all along,0
rainbow rocket pop another post,0
i hadn’t had a pudding pop in year until i started making these this summer and boy did they bring back the memory in my childhood frozen thing on stick life except i promise these taste so much better than any pre-packaged pop,0
yum these sound so good with current inflation avocado have become somewhat unaffordable in our household…any idea on other way to make something similar with a cheaper ingredient thanks for your always amazing recipe,0
i made these i opted to double the cocoa powder which gave it a richer taste i had a great time filling up my mold while i wa filling up my stomach with the pudding concoction i couldn’t resist,0
4 heaping cup cubed seedless watermelon 1 english cucumber diced reserve half 3 medium tomato diced reserve half 1 small red bell pepper diced reserve half ⅓ cup chopped green onion diced reserve half 1 garlic clove small handful basil 3 to 4 tablespoon red wine vinegar 3 tablespoon olive oil plus more for drizzling 1 to 2 teaspoon sea salt or to taste ½ teaspoon freshly ground black pepper ½ jalapeño pepper optional diced avocado optional micro green optional for garnish,1
set aside the reserved half of the chopped cucumber tomato red pepper and green onion and place the remaining half in a blender add the watermelon garlic basil vinegar olive oil salt pepper and jalapeño pepper if using blend until smooth taste and adjust seasoning pour into a large bowl or small individual jar a pictured and stir in the reserved chopped vegetable chill for 3 to 4 hour or overnight drizzle with olive oil and garnish with diced avocado andor micro green if desired before serving,2
enjoy the watermelon gazpacho on it own with good crusty bread or pair it with a salad or sandwich for a larger meal it would be fantastic with any of these recipe,0
to the blender add the extra-virgin olive oil red wine vinegar fresh basil garlic salt pepper and jalapeño if using puree the soup until it’s completely smooth then transfer it to a large bowl or individual jar and stir in the reserved veggie chill for at least 3 hour or overnight to allow the flavor to develop enjoy,0
notify me of follow-up comment via e-mail,0
to make this recipe combine all the cubed watermelon and half the tomato cucumber red bell pepper and green onion in a blender finely dice the remaining veggie and set them aside,0
i’m so glad it wa a hit,0
1½ cup edamame ¼ cup basil 3 tablespoon fresh lemon juice 1 tablespoon chopped scallion ½ small garlic clove 2 tablespoon olive oil 1 to 3 tablespoon water ½ teaspoon sea salt more to taste 1 large baguette handful of baby salad green or arugula 2-3 medium tomato sliced 10 basil leaf 10 jarred roasted artichoke cut into quarter or roughly chopped pine nut optional,1
make the basil-edamame spread place the edamame basil lemon juice scallion garlic and sea salt into the bowl of a food processor pulse until chopped add the olive oil and blend until smooth add up to 3 tablespoon of water to create a smooth spreadable consistency season to taste and chill until ready to use the filling can be in advance and stored in the fridge for 3 to 4 day slice one large baguette in half and assemble with the basil-edamame spread green tomato basil artichoke and pine nut close the baguette wrap it in foil and place in the fridge until youre ready to divide into serving slice into 4 individual serving and either wrap them to go or enjoy,2
assemble this early in the day at least a few hour before your picnic or even the night before so that the sweet tomato-basil juice do that thing where they mingle together and partially soak into the middle of the bread i like to assemble this using one large baguette wrap it up store it in the fridge and then slice it into individual portion just before i’m ready to pack them up,0
well i’m not typically a fan of these kind of spread but for some reason this one intrigued me – maybe because i adore edamame bean maybe it’s because the colour looked so delicious maybe it’s because i’m a little delerious thanks to extreme in humidity level here in ontario canada anyway whatever the reason i just made it and it is absolutely delicious so refreshing and definitely crave-worthy i did add a bit of ground pepper to the mix and didn’t have scallion so just used some chopped onion i simply had it on a slice of dave’s killer bread with sliced tomato it’s all i can do not to have another wonderful thank you,0
made this for lunch today and i have a small suggestion maybe give the artichoke a rough chop it wa delicious but i had a hard time biting through the artichoke and made a bit of a mess fine for picnic with familyfriends a little awkward in front of co-worker,0
i really need to make more picnic sandwich especially after reading your description of how summery and delicious this one is i have no doubt love how this recipe spotlight simple summer-fresh tomato – there’s nothing better,0
last week i wa in new york speaking at a random house event with one of my favorite blogger ever jenny from dinner a love story we chatted about our shared love for the simple tomato sandwich and how you shouldn’t complicate thing that are a beautiful a summer tomato i forgot that i had this post in the queue – because i absolutely love this slightly fancier tomato-with-other-things sandwich,0
1 cup raw cashew soaked 3 hour or preferably overnight rinsed and drained ⅓ cup fresh water more a needed 2 tablespoon lemon juice 1 small garlic clove ½ teaspoon sea salt 1 baguette sliced 1 garlic clove cut in half extra-virgin olive oil for drizzling sea salt and fresh black pepper cashew cream brie pesto herb like basil mint fresh oregano or chive fruit like fig cherry tomato or peach jam of your choice i like strawberry champagne jam roasted garlic & onion jam and hot pepper peach jam crushed pistachio pine nut sea salt extra-virgin olive oil for drizzling,1
make the cashew cream place the cashew water lemon juice garlic and salt in a high speed blender and puree until smooth chill for 30 minute or until ready to use make the crostini heat a grill or grill pan drizzle the baguette slice with olive oil and grill until char mark form about 4 minute per side while the bread slice are still warm rub both side with the cut side of the garlic clove and season with salt and pepper assemble crostini ingredient and serve,2
stonewall red pepper jelly and humbolt fog cheese you will thank me,0
– strawberry champagne jam brie mint – hot pepper peach jam cashew cream a peach slice pistachio – pesto roasted garlic onion jam cherry tomato,0
stonewall red pepper jelly and humbolt fog cheese you will thank me,0
amy httpwwwyankifiedcom,0
this gorgeous platter wa so quick & easy to assemble looked great healthy and delicious went down a storm at my daughter’s 18th birthday with a small group of friend – in garden all social distancing cosily round a roaring fire pit with fairy light twinkling in the apple tree helped make the evening just perfect during current restriction which we wanted to do and still celebrate such a special day thank you a didn’t want to spend hour in the kitchen either,0
1 cup uncooked millet or bulgur rinsed 2 cup water ½ teaspoon extra-virgin olive oil ¼ teaspoon salt 2 small garlic clove minced ½ cup montmorency dried tart cherry ⅓ cup chopped scallion or red onion or a combo 1 english cucumber chopped into ¼ inch piece 2 cup chopped flat leaf parsley 1 cup chopped fresh mint 3 tablespoon extra-virgin olive oil 3 tablespoon fresh lemon juice 1 to 2 tablespoon white wine vinegar 1 teaspoon sea salt ½ teaspoon freshly ground black pepper,1
add the rinsed millet to a dry pot over medium heat toast for 1 to 2 minute stir add water olive oil and salt and bring to a boil cover reduce heat and simmer for 15 minute remove from the heat and let sit covered for 10 more minute stir in the garlic fluff with a fork and set aside to cool in a large bowl combine the cooked millet with the cherry scallion cucumber parsley and mint and toss add the olive oil lemon juice 1 tablespoon of the white wine vinegar salt and pepper and stir again taste and adjust seasoning adding additional vinegar for more pop or more salt and pepper if desired serve or store in an airtight container in the fridge for up to 2 day,2
hi sarah – yep you could use couscous just be sure to cook it differently than the instruction i’ve listed,0
love the colour and the image it make it look so delicious- i will try it next week when i have my family over they will love it thanks for sharing,0
hi katie – i’m so glad you liked it when i’m done cooking my millet i spread it out on a large plate instead of letting it sit in the pot and then i sort of break any clump up with my hand thanks for pointing this out – i’ll include that tip in the recipe,0
hi katie – i’m so glad you liked it when i’m done cooking my millet i spread it out on a large plate instead of letting it sit in the pot and then i sort of break any clump up with my hand thanks for pointing this out – i’ll include that tip in the recipe,0
50 from 3 review tart cherry tabbouleh printprep time 10 minscook time 25 minstotal time 35 min this unconventional tabbouleh recipe us millet instead of bulgur and tart cherry in place of tomato they add a wonderful sweettart pop of flavor to this delicious make-ahead friendly picnic saladauthor jeanine donofriorecipe type saladserves 6 a a sideingredientsfor the millet 1 cup uncooked millet or bulgur rinsed 2 cup water ½ teaspoon extra-virgin olive oil ¼ teaspoon salt 2 small garlic clove mincedfor the salad ½ cup montmorency dried tart cherry ⅓ cup chopped scallion or red onion or a combo 1 english cucumber chopped into ¼ inch piece 2 cup chopped flat leaf parsley 1 cup chopped fresh mint 3 tablespoon extra-virgin olive oil 3 tablespoon fresh lemon juice 1 to 2 tablespoon white wine vinegar 1 teaspoon sea salt ½ teaspoon freshly ground black pepperinstructions add the rinsed millet to a dry pot over medium heat toast for 1 to 2 minute stir add water olive oil and salt and bring to a boil cover reduce heat and simmer for 15 minute remove from the heat and let sit covered for 10 more minute stir in the garlic fluff with a fork and set aside to cool in a large bowl combine the cooked millet with the cherry scallion cucumber parsley and mint and toss add the olive oil lemon juice 1 tablespoon of the white wine vinegar salt and pepper and stir again taste and adjust seasoning adding additional vinegar for more pop or more salt and pepper if desired serve or store in an airtight container in the fridge for up to 2 daysnotesnote if using bulgur bring 1¼ cup water to a boil add the bulger turn off the heat cover and set aside for 25 to 30 minute or until the liquid is absorbed stir in the garlic fluff with a fork and set aside to cool343177,0
½ kabocha squash or small sugar pie pumpkin to yield 1 heaping cup cooked mash ½ yellow onion sliced into wedge 2 garlic clove unpeeled 2 tablespoon extra-virgin olive oil more for drizzling 5 large fresh sage leaf ¾ cup vegetable broth ½ cup raw unsalted cashew soaked for 4 hour or overnight drained and rinsed 16 ounce uncooked penne pasta ½ teaspoon sea salt more to taste freshly ground black pepper,1
preheat the oven to 350°f and line a baking sheet with foil place the pumpkin onion and garlic on the baking sheet drizzle with olive oil and sprinkle with salt and pepper turn the pumpkin cut-side down and pierce a few hole in the skin with a fork cover with another sheet of foil and bake until the onion is soft and the pumpkin flesh is very tender 35 minute to 1 hour add the sage to the pan during the last few minute remove the pan from the oven keeping everything covered and let it continue to steam for another 10 to 15 minute pour the vegetable broth into a high-speed blender remove the skin and add the pumpkin flesh to the blender along with the onion peeled garlic sage cashew ½ teaspoon salt and freshly ground black pepper blend until smooth and creamy add the 2 tablespoon olive oil and blend again if your sauce is not smooth and creamy add a little more broth or olive oil and blend it longer cook the pasta in a large pot of salted boiling water according to package direction or until al dente reserve ½ cup of the starchy pasta water before draining the pasta drain the pasta and return it to the pot stir in half the sauce adding more a needed to coat the pasta add the reserved pasta water ¼ cup at a time to thin the sauce and make it creamy add the remaining sauce a desired taste and season with more salt and pepper serve hot,2
this creamy pumpkin pasta sauce recipe come from my first cookbook even though i developed it year ago now it’s still one of my favorite fall and winter recipe fresh pumpkin puree or kabocha or butternut squash blend with cashew to create a super creamy super comforting sauce yes it look like mac and cheese but this surprising pumpkin pasta sauce is something else entirely roasted garlic onion and fresh sage give it a nutty complex autumn flavor personally i think it’d be a fantastic option for a vegetarian thanksgiving dinner but it’s so simple and cozy that you’ll want to make it all fall and winter long,0
enjoy,0
would canned pumpkin puree work here this week i have made your pumpkin waffle and cooky but i still have about a cup of puree left to use up i’m thinking this recipe would make a great school lunch in my son’s thermos 🙂,0
i made this for dinner tonight and it wa quite yummy i already had some fresh sage on hand – leftover from a recipe from benjamina ebuehi’s the new way to cake i used canned pumpkin and cooked the onion and garlic on the stovetop rather than in the oven i quick-soaked my cashew in very hot water for 20 minute put the sauce ingredient in my high-speed blender and it turned out lovely the shortcut i took made it a quick and easy recipe 🙂,0
hi can this recipe be made ahead,0
avocado slice tomatillo salsa green chile cashew cream or cotija or feta cheese 1 heaping cup cauliflower floret broken into small piece 12 cup diced red bell pepper 12 teaspoon cumin 12 teaspoon coriander ½ teaspoon oregano 1 garlic clove minced 1 cup cooked black bean drained and rinsed 1 cup cooked white or brown rice 3 cup fresh spinach 2 tablespoon lime juice plus wedge for serving ¼ cup tomatillo salsa store bought or this recipe sea salt and freshly ground black pepper optional monterey jack cheese for topping see note,1
preheat the oven to 400°f and line a baking sheet with parchment pepper slice the pepper in half and remove the seed and ribbing place on the baking sheet drizzle with olive oil and pinch of salt and pepper and roast cut side up for 15 minute in a large skillet heat 1 tablespoon olive oil over medium heat add the onion cauliflower red pepper cumin coriander oregano garlic 12 teaspoon salt and several grind of black pepper cook until the onion is soft and the cauliflower is lightly browned about 5 to 8 minute remove from the heat and stir in the black bean rice spinach lime juice and tomatillo salsa taste and adjust seasoning scoop the filling into the pepper and bake for 15 minute serve with avocado slice cilantro tomatillo salsa green chile cashew cream and lime slice on the side,2
these stuffed poblano pepper are the ultimate healthy dinner theyre fresh and light easy to make and filled with bold zesty flavor,0
amazing never had poblanos before and wa worried about the spice level but these weren’t spicy at all i added one ear of steamed corn to the filling and topped with cheddar my husband wa skeptical about these at first but is already asking to have them again this is definitely a keeper,0
look lovely – but you don’t roast and peel the poblanos,0
hi melissa i’m so glad you loved them,0
we love to eat travel cook and eat some more we create & photograph vegetarian recipe from our home in chicago while our shiba pup eat the kale stem that fall on the kitchen floor,0
1 red pepper thinly sliced 1 large cucumber spiralized or thinly sliced 1 large carrot peeled into ribbon 1 cup halved cherry tomato any color or variety 6 cup loose packed soft baby kale or spinach 2 cup shredded purple cabbage 8 to 10 basil leaf chopped 2 scallion chopped ½ cup edamame or protein of choice 2 tablespoon hemp seed 8 ounce cooked brown rice noodle more if you like a higher noodle ratio ¼ cup almond or cashew butter ¼ cup fresh lime juice 1½ tablespoon tamari plus more to taste 1 garlic clove minced ½ teaspoon minced ginger ⅓ cup almond breeze almondmilk cashewmilk original optional a squirt of sriracha,1
make the dressing in a small bowl combine the almond butter lime juice tamari ginger and garlic whisk until smooth add the almond cashewmilk and whisk to combine at this point the dressing might taste a little salty & strong but once it tossed with all of the vegetable the flavor will become more balanced chill until ready to use if it separate give it a little stir before using in a very large bowl combine the pepper cucumber carrot cherry tomato kale cabbage basil scallion edamame hemp seed and brown rice noodle add the dressing and toss well so that the vegetable begin to wilt taste and season with more tamari if desired,2
comment,0
your email address will not be published required field are marked,0
48 from 20 review rainbow bowl w almond-ginger dressing printauthor jeanine donofrioserves serf 4ingredients 1 red pepper thinly sliced 1 large cucumber spiralized or thinly sliced 1 large carrot peeled into ribbon 1 cup halved cherry tomato any color or variety 6 cup loose packed soft baby kale or spinach 2 cup shredded purple cabbage 8 to 10 basil leaf chopped 2 scallion chopped ½ cup edamame or protein of choice 2 tablespoon hemp seed 8 ounce cooked brown rice noodle more if you like a higher noodle ratioalmond-ginger dressing ¼ cup almond or cashew butter ¼ cup fresh lime juice 1½ tablespoon tamari plus more to taste 1 garlic clove minced ½ teaspoon minced ginger ⅓ cup almond breeze almondmilk cashewmilk original optional a squirt of srirachainstructions make the dressing in a small bowl combine the almond butter lime juice tamari ginger and garlic whisk until smooth add the almond cashewmilk and whisk to combine at this point the dressing might taste a little salty & strong but once it tossed with all of the vegetable the flavor will become more balanced chill until ready to use if it separate give it a little stir before using in a very large bowl combine the pepper cucumber carrot cherry tomato kale cabbage basil scallion edamame hemp seed and brown rice noodle add the dressing and toss well so that the vegetable begin to wilt taste and season with more tamari if desired343177 this post is sponsored by blue diamond almond breeze almondmilk almond breeze belief in the best that’s why we only use blue diamond almond to make our almondmilk and why we’re proud to be an official sponsor of usa volleyball visit wwwserveupyourbestcom for a chance to win 5000 for the ultimate beach day learn fun volleyball move get an almond breeze coupon and smoothie recipe,0
this is just the recipe i needed today many thanks for posting it i filled out the survey too – i lurve almond milk 🙂,0
this is one of those “it’s good to be home” meal i love vacation and i love eating out but after traveling for awhile i just can’t wait to get home and get back to my regular healthy eating routine you know the one that includes a morning smoothie instead of a croissant and light vegetable-packed dinner like this one instead of multi-course dinner with wine pairing not that i’m complaining at all btw… but it’s time to get back on track and i’m doing that by eating the rainbow,0
